Year_Numeric,College,Course,Subject,Avg_Grade,Std_Grade,Student_Cnt,Fail_Count,Fail_Rate
2024.0,CEA,Bachelor of Science in Computer Engineering,PEDU0312,1.3,0.1,28,0,0.0
2024.0,CEA,Bachelor of Science in Computer Engineering,PEDU0422,1.58,0.28,29,0,0.0
2024.0,CEA,Bachelor of Science in Computer Engineering,UIEC0101,1.15,0.14,28,0,0.0
2024.0,CEA,Bachelor of Science in Computer Engineering,UIEC0201,1.44,0.13,28,0,0.0
2024.0,CEA,Bachelor of Science in Computer Engineering,UIEC0301,1.35,0.16,26,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,ARCD0121,2.0,,1,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,BECC0201,1.75,0.45,144,3,2.08
2024.0,CEA,Bachelor of Science in Electrical Engineering,BECC0403,1.44,0.14,107,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,BECC1003,3.03,0.78,124,58,46.77
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC0203,3.26,0.96,142,84,59.15
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC0423,1.81,0.32,84,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC0803,1.2,0.43,96,1,1.04
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC0902,2.55,0.71,127,12,9.45
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC1502,3.64,1.17,109,75,68.81
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC1602,2.5,1.13,103,34,33.01
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC1702,3.5,1.38,95,46,48.42
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC1904,3.41,1.12,107,65,60.75
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC2003,3.13,1.1,107,50,46.73
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC2102,2.97,0.8,106,70,66.04
2024.0,CEA,Bachelor of Science in Electrical Engineering,EAAC2202,2.32,0.41,84,2,2.38
2024.0,CEA,Bachelor of Science in Electrical Engineering,ECEP0404,2.15,0.49,64,2,3.12
2024.0,CEA,Bachelor of Science in Electrical Engineering,EECE0423,2.93,0.71,96,53,55.21
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEDS0423,3.33,1.04,108,73,67.59
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEEL0413,2.09,0.59,109,18,16.51
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEEL0423,2.7,0.43,108,62,57.41
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEEM0412,1.68,0.5,112,2,1.79
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEIC0413,1.2,0.2,108,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEMP0412,2.01,0.74,108,8,7.41
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEOJT0302,1.89,0.5,40,1,2.5
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEPP0421,2.22,0.69,104,11,10.58
2024.0,CEA,Bachelor of Science in Electrical Engineering,EEPS0424,3.45,1.16,108,61,56.48
2024.0,CEA,Bachelor of Science in Electrical Engineering,EERM0411,2.22,0.72,111,6,5.41
2024.0,CEA,Bachelor of Science in Electrical Engineering,EERP0421,2.24,0.68,108,5,4.63
2024.0,CEA,Bachelor of Science in Electrical Engineering,EESC0421,2.09,0.62,108,4,3.7
2024.0,CEA,Bachelor of Science in Electrical Engineering,EESD0415,2.7,0.68,114,24,21.05
2024.0,CEA,Bachelor of Science in Electrical Engineering,EESP0411,1.98,0.49,113,2,1.77
2024.0,CEA,Bachelor of Science in Electrical Engineering,EGEC0103,1.6,0.24,140,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,EGEC0203,1.21,0.4,138,1,0.72
2024.0,CEA,Bachelor of Science in Electrical Engineering,EGEC0303,1.19,0.4,141,1,0.71
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELCE0103,2.98,1.01,93,29,31.18
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0113,2.85,1.4,105,35,33.33
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0223,1.13,0.14,95,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0314,4.16,1.09,176,151,85.8
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0424,3.02,0.82,63,30,47.62
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0512,2.57,1.13,99,28,28.28
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0623,3.51,1.13,108,62,57.41
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0712,3.5,1.11,104,84,80.77
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP0824,3.14,1.0,88,51,57.95
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP1023,3.36,1.33,98,41,41.84
2024.0,CEA,Bachelor of Science in Electrical Engineering,ELEP1922,2.0,0.0,99,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,EMAT0103,2.93,0.81,155,52,33.55
2024.0,CEA,Bachelor of Science in Electrical Engineering,EMAT0203,2.72,0.49,131,34,25.95
2024.0,CEA,Bachelor of Science in Electrical Engineering,EMAT0403,2.99,1.2,143,57,39.86
2024.0,CEA,Bachelor of Science in Electrical Engineering,EMAT0503,2.77,0.63,127,49,38.58
2024.0,CEA,Bachelor of Science in Electrical Engineering,ENPS0104,2.12,0.49,143,16,11.19
2024.0,CEA,Bachelor of Science in Electrical Engineering,ENPS0204,3.95,1.27,137,80,58.39
2024.0,CEA,Bachelor of Science in Electrical Engineering,FOLA0103,1.72,0.98,115,12,10.43
2024.0,CEA,Bachelor of Science in Electrical Engineering,FOLA0203,1.31,0.47,128,2,1.56
2024.0,CEA,Bachelor of Science in Electrical Engineering,GETE0413,1.78,0.25,110,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0103,1.69,0.2,141,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0203,1.26,0.39,138,1,0.72
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0303,1.64,0.94,103,9,8.74
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0403,1.82,0.57,137,3,2.19
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0503,1.5,0.83,127,6,4.72
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0603,1.48,0.42,145,1,0.69
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0703,1.53,0.75,106,4,3.77
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0803,1.86,0.61,142,3,2.11
2024.0,CEA,Bachelor of Science in Electrical Engineering,NGEC0903,1.3,0.14,86,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,NSTP0113,1.45,0.32,140,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,NSTP0223,1.35,0.34,139,1,0.72
2024.0,CEA,Bachelor of Science in Electrical Engineering,PEDU0112,1.09,0.14,140,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,PEDU0222,1.32,0.56,138,3,2.17
2024.0,CEA,Bachelor of Science in Electrical Engineering,PEDU0312,1.28,0.84,128,6,4.69
2024.0,CEA,Bachelor of Science in Electrical Engineering,PEDU0422,1.2,0.2,123,0,0.0
2024.0,CEA,Bachelor of Science in Electrical Engineering,UIEC0101,1.71,0.8,121,6,4.96
2024.0,CEA,Bachelor of Science in Electrical Engineering,UIEC0201,1.64,0.76,140,5,3.57
2024.0,CEA,Bachelor of Science in Electrical Engineering,UIEC0301,1.48,0.72,140,4,2.86
2024.0,CEA,Bachelor of Science in Electronics Engineering,BECC0101,1.42,0.48,68,1,1.47
2024.0,CEA,Bachelor of Science in Electronics Engineering,BECC0303.,2.23,0.8,63,12,19.05
2024.0,CEA,Bachelor of Science in Electronics Engineering,BECC0402,2.1,0.59,75,2,2.67
2024.0,CEA,Bachelor of Science in Electronics Engineering,CEEN0423,1.55,0.41,51,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,EAAC0104,2.51,0.92,70,15,21.43
2024.0,CEA,Bachelor of Science in Electronics Engineering,EAAC0202,1.69,0.18,77,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,EAAC0303,2.03,0.89,69,5,7.25
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECCD0423,3.21,1.07,51,13,25.49
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECCE0324,2.25,0.0,5,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECCE0423,3.1,1.08,51,12,23.53
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECCS0324,2.34,0.12,17,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECDE0324,2.89,0.74,11,3,27.27
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECDP0411,2.15,1.11,50,6,12.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECDP0421,1.45,0.17,33,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEM0414,1.61,0.39,48,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0103,2.25,1.24,71,13,18.31
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0204,1.5,0.35,66,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0304,1.47,0.62,53,1,1.89
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0404,3.45,1.26,101,50,49.5
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0504,2.61,0.86,67,14,20.9
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0604,2.03,0.61,52,2,3.85
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0704,2.87,1.04,63,14,22.22
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0804,2.26,0.33,43,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP0904,4.36,1.41,52,43,82.69
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP1004,3.7,1.25,74,47,63.51
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP1104,2.52,0.72,45,9,20.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP1204,1.54,0.37,44,1,2.27
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP1304,2.12,0.83,44,4,9.09
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECEP1404,1.45,0.58,52,1,1.92
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECMR0413,1.81,0.36,49,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECPE0414,1.5,0.28,51,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECPE0424,1.16,0.12,36,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECPS0413,2.15,0.52,51,1,1.96
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECSC0421,1.0,0.0,51,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ECSS0414,2.7,1.07,41,11,26.83
2024.0,CEA,Bachelor of Science in Electronics Engineering,EGEC0103,1.38,0.48,67,1,1.49
2024.0,CEA,Bachelor of Science in Electronics Engineering,EGEC0203,1.16,0.12,66,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,EGEC0303,1.35,0.68,66,2,3.03
2024.0,CEA,Bachelor of Science in Electronics Engineering,ELEP0314,2.81,0.56,82,40,48.78
2024.0,CEA,Bachelor of Science in Electronics Engineering,ELEP0424,2.69,0.66,79,35,44.3
2024.0,CEA,Bachelor of Science in Electronics Engineering,EMAT0103,2.04,0.75,65,4,6.15
2024.0,CEA,Bachelor of Science in Electronics Engineering,EMAT0203,2.83,0.72,64,37,57.81
2024.0,CEA,Bachelor of Science in Electronics Engineering,EMAT0403,3.19,1.35,88,44,50.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,EMGT0312,1.98,0.21,50,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ENPS0104,2.25,,1,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ENPS0114,1.93,0.34,65,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ENPS0204,3.0,,1,1,100.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,ENPS0224,2.25,0.97,66,11,16.67
2024.0,CEA,Bachelor of Science in Electronics Engineering,FOLA0103,1.29,0.28,65,1,1.54
2024.0,CEA,Bachelor of Science in Electronics Engineering,FOLA0203,1.84,0.88,54,4,7.41
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0103,1.55,0.68,66,2,3.03
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0203,1.73,0.25,65,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0303,1.77,0.27,52,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0403,1.51,0.52,66,1,1.52
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0503,1.51,0.49,68,1,1.47
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0603,1.5,0.91,52,3,5.77
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0703,1.34,0.61,66,1,1.52
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0803,1.08,0.12,62,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,NGEC0903,1.35,0.52,63,1,1.59
2024.0,CEA,Bachelor of Science in Electronics Engineering,NSTP0113,1.95,0.83,65,4,6.15
2024.0,CEA,Bachelor of Science in Electronics Engineering,NSTP0223,1.27,0.57,66,1,1.52
2024.0,CEA,Bachelor of Science in Electronics Engineering,PEDU0112,1.16,0.7,66,2,3.03
2024.0,CEA,Bachelor of Science in Electronics Engineering,PEDU0222,1.1,0.52,65,1,1.54
2024.0,CEA,Bachelor of Science in Electronics Engineering,PEDU0312,1.16,0.69,67,2,2.99
2024.0,CEA,Bachelor of Science in Electronics Engineering,PEDU0422,1.82,0.88,68,4,5.88
2024.0,CEA,Bachelor of Science in Electronics Engineering,PHED0312,2.5,,1,0,0.0
2024.0,CEA,Bachelor of Science in Electronics Engineering,UIEC0101,1.11,0.53,68,1,1.47
2024.0,CEA,Bachelor of Science in Electronics Engineering,UIEC0201,1.12,0.5,67,1,1.49
2024.0,CEA,Bachelor of Science in Electronics Engineering,UIEC0301,1.54,0.14,70,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,ACFA0303,2.06,0.42,90,1,1.11
2024.0,CEA,Bachelor of Science in Industrial Engineering,ACMA0103,1.86,0.25,85,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,BECC0201,1.73,0.67,92,4,4.35
2024.0,CEA,Bachelor of Science in Industrial Engineering,BECC0303-...,2.8,1.11,88,30,34.09
2024.0,CEA,Bachelor of Science in Industrial Engineering,BECC0403,2.69,0.67,95,28,29.47
2024.0,CEA,Bachelor of Science in Industrial Engineering,BECC1003,2.53,0.58,105,16,15.24
2024.0,CEA,Bachelor of Science in Industrial Engineering,CEIE0423,1.58,0.35,72,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,EAAC0802,2.07,1.28,95,23,24.21
2024.0,CEA,Bachelor of Science in Industrial Engineering,EAAC0903,2.52,0.34,98,16,16.33
2024.0,CEA,Bachelor of Science in Industrial Engineering,EAAC2403,1.56,0.51,108,1,0.93
2024.0,CEA,Bachelor of Science in Industrial Engineering,EEIE0413,2.31,1.11,89,12,13.48
2024.0,CEA,Bachelor of Science in Industrial Engineering,EGEC0103,1.5,0.39,101,1,0.99
2024.0,CEA,Bachelor of Science in Industrial Engineering,EGEC0203,1.75,0.76,89,4,4.49
2024.0,CEA,Bachelor of Science in Industrial Engineering,EGEC0303,1.36,0.85,105,5,4.76
2024.0,CEA,Bachelor of Science in Industrial Engineering,EMAT0103,1.91,0.22,102,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,EMAT0203,2.96,0.78,109,69,63.3
2024.0,CEA,Bachelor of Science in Industrial Engineering,EMAT0403,2.97,0.75,96,62,64.58
2024.0,CEA,Bachelor of Science in Industrial Engineering,ENPS0104,1.96,0.63,102,4,3.92
2024.0,CEA,Bachelor of Science in Industrial Engineering,ENPS0204,2.13,0.76,104,6,5.77
2024.0,CEA,Bachelor of Science in Industrial Engineering,FOLA0103,2.92,0.93,91,24,26.37
2024.0,CEA,Bachelor of Science in Industrial Engineering,FOLA0203,1.66,0.54,89,2,2.25
2024.0,CEA,Bachelor of Science in Industrial Engineering,GETE0413,1.57,0.32,68,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEAM0411,1.56,1.03,75,5,6.67
2024.0,CEA,Bachelor of Science in Industrial Engineering,IECE0103,2.76,0.35,78,43,55.13
2024.0,CEA,Bachelor of Science in Industrial Engineering,IECE0423,2.13,0.34,73,3,4.11
2024.0,CEA,Bachelor of Science in Industrial Engineering,IECP0412,1.94,0.37,66,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,IECP0421,2.25,0.35,73,5,6.85
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEFP0413,2.07,0.64,75,5,6.67
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEIS0413,2.02,0.48,78,1,1.28
2024.0,CEA,Bachelor of Science in Industrial Engineering,IELS0422,2.38,0.57,78,21,26.92
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0123,2.23,0.4,87,1,1.15
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0213,1.9,0.38,102,2,1.96
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0313,3.1,1.22,90,34,37.78
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0423,2.59,0.68,106,28,26.42
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0513,2.44,0.49,99,15,15.15
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0624,2.6,1.0,93,12,12.9
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0713,2.87,0.87,115,62,53.91
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0823,2.55,0.63,92,24,26.09
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC0913,2.77,0.75,93,21,22.58
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC1113,1.71,0.42,95,1,1.05
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC1223,1.92,0.43,95,2,2.11
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC1324,2.39,0.39,85,13,15.29
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2013,2.69,0.85,91,18,19.78
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2321,1.34,0.77,108,3,2.78
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2411,2.31,0.66,93,6,6.45
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2512,3.1,1.23,91,34,37.36
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2623,2.08,0.62,88,6,6.82
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPC2722,2.23,0.55,95,2,2.11
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPF0413,1.67,0.56,76,2,2.63
2024.0,CEA,Bachelor of Science in Industrial Engineering,IEPM0423,1.66,0.32,70,1,1.43
2024.0,CEA,Bachelor of Science in Industrial Engineering,IESC0413,2.15,0.77,77,9,11.69
2024.0,CEA,Bachelor of Science in Industrial Engineering,IESE0413,2.01,0.52,78,2,2.56
2024.0,CEA,Bachelor of Science in Industrial Engineering,IESP0411,1.05,0.46,74,1,1.35
2024.0,CEA,Bachelor of Science in Industrial Engineering,IETQ0423,2.34,0.61,64,17,26.56
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0103,1.39,0.43,102,1,0.98
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0203,1.24,0.14,101,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0303,1.12,0.56,102,2,1.96
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0403,1.73,0.34,101,2,1.98
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0503,1.58,0.62,81,3,3.7
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0603,1.65,0.77,105,4,3.81
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0703,1.62,0.8,83,4,4.82
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0803,1.53,0.82,84,4,4.76
2024.0,CEA,Bachelor of Science in Industrial Engineering,NGEC0903,1.19,0.75,92,3,3.26
2024.0,CEA,Bachelor of Science in Industrial Engineering,NSTP0113,1.66,0.45,103,1,0.97
2024.0,CEA,Bachelor of Science in Industrial Engineering,NSTP0223,1.49,0.62,100,3,3.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,PEDU0112,1.1,0.41,103,1,0.97
2024.0,CEA,Bachelor of Science in Industrial Engineering,PEDU0222,1.44,0.62,102,2,1.96
2024.0,CEA,Bachelor of Science in Industrial Engineering,PEDU0312,1.19,0.7,96,3,3.12
2024.0,CEA,Bachelor of Science in Industrial Engineering,PEDU0422,1.44,0.68,90,2,2.22
2024.0,CEA,Bachelor of Science in Industrial Engineering,PHED0312,1.5,,1,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,PHED0422,2.5,,1,0,0.0
2024.0,CEA,Bachelor of Science in Industrial Engineering,UIEC0101,1.36,0.73,91,3,3.3
2024.0,CEA,Bachelor of Science in Industrial Engineering,UIEC0201,1.42,0.64,86,2,2.33
2024.0,CEA,Bachelor of Science in Industrial Engineering,UIEC0301,1.53,0.17,92,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0101,2.01,0.48,193,5,2.59
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0201,1.94,0.32,188,1,0.53
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0303-...,2.62,0.18,2,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0403,2.36,0.96,131,30,22.9
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0502,2.33,0.37,120,2,1.67
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0803,2.63,0.55,202,107,52.97
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC0903,2.91,1.05,202,111,54.95
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BECC1103,2.85,0.4,134,97,72.39
2024.0,CEA,Bachelor of Science in Mechanical Engineering,BOSH0101,1.32,0.54,121,2,1.65
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EAAC0201,2.69,0.72,208,38,18.27
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EAAC0423,2.08,0.36,132,1,0.76
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EAAC0713,2.4,0.68,211,21,9.95
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EAAC1803,1.94,0.52,208,13,6.25
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EAAC2303,1.13,0.2,133,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,ECCE0413,1.66,0.33,139,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EGEC0103,1.86,0.39,186,2,1.08
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EGEC0203,1.32,0.23,188,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EGEC0303,1.15,0.18,188,0,0.0
2024.0,CEA,Bachelor of Science in Mechanical Engineering,EMAT0103,2.03,0.41,196,2,1.02
